주소,CCTV 설치 여부,CCTV 설치 개수,위도,경도
대구광역시 남구 대명남로 140,Y,5,35.83497147,128.5737033
대구광역시 남구 대명로 100,Y,5,35.83886877,128.5688886
대구광역시 남구 대명로 110,Y,1,35.838824,128.568797
대구광역시 남구 대명로 250,Y,5,35.84196926,128.5841748
대구광역시 남구 대명로 49길 9-5(대명동),Y,3,35.84228388,128.5824945
대구광역시 남구 대명서 2길 45(대명동),Y,4,35.83199279,128.5626801
대구광역시 남구 대명서로 28(대명동),Y,11,35.8304316,128.561677
대구광역시 남구 대명서로 47-2(대명동),Y,1,35.8307903,128.560361
대구광역시 남구 대봉로 26길 33(이천동),Y,8,35.85166437,128.6048051
대구광역시 남구 대봉로30길 36-8(이천동),N,0,35.8517054,128.605141
대구광역시 남구 대봉로30길 40(이천동),Y,1,35.852175,128.605318
대구광역시 남구 대봉로30길36-8,Y,1,35.85170781,128.6051265
대구광역시 남구 대봉로30길40,Y,1,35.85214855,128.605307
대구광역시 남구 두류공원로 13길 27-5(대명동),Y,7,35.84257212,128.569401
대구광역시 남구 두류공원로 64(대명동),Y,1,35.84301506,128.5712945
대구광역시 남구 명덕로 20길 24(대명동),Y,5,35.85645873,128.5793986
대구광역시 남구 삼정2길 36,Y,4,35.83858034,128.5948414
대구광역시 남구 성당로 30길 55(대명동),Y,15,35.84515216,128.5708254
대구광역시 남구 성당로 50길 34,Y,1,35.854925,128.5759928
대구광역시 남구 성당로50길 33(대명동),Y,10,35.85594776,128.575077
대구광역시 남구 안지랑로 17길 91,Y,1,35.836934,128.566393
대구광역시 남구 앞산순환로 467,Y,3,35.83248149,128.5760583
대구광역시 남구 앞산순환로 707,Y,6,35.83464799,128.6010893
대구광역시 남구 앞산순환로 93길 33,Y,7,35.83304211,128.5739489
대구광역시 남구 양지로 3길 59-3(대명동),Y,1,35.853726,128.575339
대구광역시 남구 영선길96(이천동),Y,9,35.85290101,128.5960142
대구광역시 남구 이천로 28길 42-33(이천동),Y,4,35.85359762,128.6000087
대구광역시 남구 자유 5길 16(대명동),Y,3,35.83750833,128.5840424
대구광역시 남구 장전 1길 92,Y,5,35.84023286,128.5760702
대구광역시 남구 장전 3길 132(대명동),Y,4,35.84234083,128.5781777
대구광역시 남구 중앙대로 126,Y,2,35.84435136,128.5910004
대구광역시 남구 중앙대로 40길 10,Y,1,35.849994,128.591251
대구광역시 남구 중앙대로 40길 10-1,Y,2,35.84992534,128.5912659
대구광역시 남구 중앙대로47길 55,Y,11,35.85355805,128.5864853
대구광역시 남구 큰골4길 41,Y,8,35.8343637,128.5819826
대구광역시 남구 현충동길 74(대명동),Y,9,35.84427387,128.5813642
대구광역시 남구 현충로 39길 74(대명동),Y,5,35.85011603,128.5769832
대구광역시 남구 현충로48길 31-8,Y,2,35.85321709,128.5854639
대구광역시 남구 현충로48길 32(대명2동),Y,1,35.852973,128.585315
대구광역시 남구 효동2길 16,Y,2,35.83768718,128.600747
대구광역시 남구 효동길 14-4,Y,9,35.83962775,128.5996262
대구광역시 남구 효동길 85,Y,1,35.836393,128.601056
대구광역시 남구 효동길 91,Y,5,35.83634242,128.6010992
대구광역시 남구 효성로 37(봉덕동),Y,1,35.83641018,128.596817
대구광역시 남구 효성로 71(봉덕동),Y,10,35.83968058,128.5968435
대구광역시 남구 희망로 5길 19(이천동),Y,4,35.84884861,128.600145
대구광역시 달서구 감삼길 99,N,0,35.849975,128.543323
대구광역시 달서구 감삼남2길 108,Y,2,35.845336,128.5424081
대구광역시 달서구 감삼남길 144,Y,1,35.84950978,128.5447406
대구광역시 달서구 감삼남길 49,Y,2,35.848037,128.539862
대구광역시 달서구 계대동문로 99,Y,2,35.85566195,128.5041217
대구광역시 달서구 계대동문로3길 41,Y,1,35.8576522,128.4940425
대구광역시 달서구 계대동문로3길 46,Y,10,35.85799273,128.4947454
대구광역시 달서구 구마로12길 39,Y,1,35.83539805,128.5340399
대구광역시 달서구 구마로12길 60,Y,4,35.83526704,128.5330982
대구광역시 달서구 구마로36길 20,Y,1,35.83583035,128.546119
대구광역시 달서구 구마로39길 83-16(성당동),Y,1,35.84121589,128.5470859
대구광역시 달서구 달구벌대로 1337,Y,1,35.85117931,128.5136534
대구광역시 달서구 달구벌대로 1339,Y,4,35.85196007,128.5144445
대구광역시 달서구 달구벌대로 1429-11,Y,7,35.85035905,128.5232345
대구광역시 달서구 달구벌대로 1429-3,Y,1,35.84975763,128.5235084
대구광역시 달서구 달구벌대로283길 26,Y,2,35.851754,128.522796
대구광역시 달서구 달구벌대로291길 47-13,Y,1,35.85074485,128.5244781
대구광역시 달서구 달구벌대로291길 49,Y,1,35.85091363,128.5250438
대구광역시 달서구 달구벌대로291길 71-23,Y,1,35.85181168,128.5237323
대구광역시 달서구 달구벌대로301길 134(용산동),Y,1,35.8557332,128.5317519
대구광역시 달서구 달구벌대로301길 58,Y,2,35.852352,128.532154
대구광역시 달서구 달구벌대로304길 112,Y,6,35.84478358,128.5317635
대구광역시 달서구 달구벌대로304길 60,Y,1,35.846991,128.532084
대구광역시 달서구 달서대로 109안길 74(호산동),Y,1,35.84995724,128.4823923
대구광역시 달서구 달서대로 27,Y,1,35.81200047,128.5131679
대구광역시 달서구 달서대로 39,Y,3,35.81257233,128.5118585
대구광역시 달서구 달서대로109길 116,Y,7,35.84907047,128.4790049
대구광역시 달서구 달서대로109안길 76,Y,3,35.850563,128.481504
대구광역시 달서구 당산동길 101(성당동),Y,1,35.84526662,128.5501974
대구광역시 달서구 당산로 12,Y,2,35.8385119,128.545108
대구광역시 달서구 당산로 123,Y,4,35.84917929,128.5451437
대구광역시 달서구 당산로 137,Y,1,35.84946572,128.5465006
대구광역시 달서구 당산로21안길 49,Y,2,35.84509751,128.5438504
대구광역시 달서구 당산로24길 104(성당동),Y,1,35.8461474,128.5507509
대구광역시 달서구 당산로30길 42-7,Y,2,35.84727082,128.5514561
대구광역시 달서구 당산로45길 95,N,0,35.85541593,128.5422125
대구광역시 달서구 대명천로 101,Y,2,35.83903418,128.5471926
대구광역시 달서구 대명천로 118,Y,4,35.840575,128.5472918
대구광역시 달서구 대명천로18길 26(성당동),N,0,35.84035844,128.5510464
대구광역시 달서구 대명천로21길 10,Y,2,35.83899694,128.5492889
대구광역시 달서구 대명천로43길 66,Y,7,35.83856708,128.534496
대구광역시 달서구 대명천로8길 10,Y,2,35.83923761,128.5558724
대구광역시 달서구 도원남로 100-30,Y,3,35.80470809,128.5421312
대구광역시 달서구 도원남로 18,Y,1,35.80571999,128.5313732
대구광역시 달서구 도원남로 19,Y,4,35.805964,128.532385
대구광역시 달서구 도원남로 40,Y,1,35.80265713,128.5345206
대구광역시 달서구 도원남로 5,Y,1,35.80632816,128.5325413
대구광역시 달서구 도원남로 54,Y,2,35.803976,128.534881
대구광역시 달서구 도원남로 60,Y,4,35.8032986,128.5357486
대구광역시 달서구 도원로 42,Y,2,35.806008,128.535245
대구광역시 달서구 도원로 48-1,Y,1,35.80540498,128.5353212
대구광역시 달서구 두류공원로 255-1,Y,1,35.8562615,128.5582834
대구광역시 달서구 두류공원로 257,Y,7,35.85636292,128.5563394
대구광역시 달서구 두류공원로49길 55,Y,1,35.85440498,128.5563012
대구광역시 달서구 두류공원로49길 9,Y,1,35.85557517,128.5583243
대구광역시 달서구 두류남3길 77,Y,1,35.85406739,128.5724837
대구광역시 달서구 명덕로 22,Y,1,35.86044331,128.5736258
대구광역시 달서구 명덕로 22-9,Y,7,35.86063812,128.5723818
대구광역시 달서구 명덕로 30,Y,1,35.85999934,128.5741098
대구광역시 달서구 명덕로2길 10,Y,1,35.86142533,128.5718281
대구광역시 달서구 명덕로2길 87,Y,1,35.85815248,128.5706752
대구광역시 달서구 명천로 10-4,Y,1,35.80849069,128.512552
대구광역시 달서구 명천로 8,Y,1,35.8085596,128.5126478
대구광역시 달서구 문화회관2길 47,Y,1,35.847606,128.5194035
대구광역시 달서구 비슬로 2728-16,Y,2,35.80876662,128.5148179
대구광역시 달서구 비슬로538길 7,Y,2,35.80770731,128.5096029
대구광역시 달서구 비슬로540길 14,Y,1,35.80742397,128.5099244
대구광역시 달서구 상원로3길 19-5,Y,2,35.81100598,128.535343
대구광역시 달서구 상인로 40,Y,4,35.812186,128.549266
대구광역시 달서구 상인로26길 20,Y,5,35.817717,128.545945
대구광역시 달서구 상인로9길 20,Y,1,35.8111352,128.5477974
대구광역시 달서구 상인서로 60,Y,2,35.81635648,128.543274
대구광역시 달서구 상인서로 76,Y,2,35.81651836,128.5425764
대구광역시 달서구 상화로 141,Y,1,35.80997552,128.5290558
대구광역시 달서구 상화로 70,Y,6,35.806641,128.521775
대구광역시 달서구 상화로 88-11,Y,1,35.80642874,128.5239313
대구광역시 달서구 상화로51길 14,Y,2,35.80939794,128.5425184
대구광역시 달서구 상화로5길 33,Y,1,35.81061631,128.5185478
대구광역시 달서구 상화로9길 102-10,N,0,35.81250737,128.5210278
대구광역시 달서구 상화로9길 102-10(진천동),Y,1,35.812517,128.5210552
대구광역시 달서구 상화로9길 15,Y,2,35.80895586,128.5193703
대구광역시 달서구 상화로9길 50,Y,1,35.81032123,128.520084
대구광역시 달서구 상화로9길 65,Y,6,35.811293,128.519578
대구광역시 달서구 상화로9길 86,Y,1,35.81188792,128.5204594
대구광역시 달서구 상화북로 7,Y,3,35.80997304,128.527573
대구광역시 달서구 상화북로5길 26,Y,1,35.8115913,128.5285132
대구광역시 달서구 새동네로 27,Y,3,35.85329034,128.5187149
대구광역시 달서구 새방로 62,Y,1,35.86341822,128.5243182
대구광역시 달서구 서당로 14,Y,7,35.85329967,128.496288
대구광역시 달서구 서당로 15,Y,1,35.85301381,128.4953865
대구광역시 달서구 서당로 19,Y,1,35.85348258,128.4953673
대구광역시 달서구 서당로 3,Y,1,35.85198642,128.4953579
대구광역시 달서구 서당로 47,Y,1,35.85602404,128.4954385
대구광역시 달서구 서당로 70,Y,1,35.85800444,128.4960487
대구광역시 달서구 서당로 71,Y,1,35.85814133,128.4956399
대구광역시 달서구 서당로 78,Y,1,35.85868948,128.4960419
대구광역시 달서구 서당로12길 50,Y,1,35.85761578,128.496312
대구광역시 달서구 서당로12길 6,Y,1,35.85646344,128.4959837
대구광역시 달서구 서당로3길 14,Y,1,35.85332314,128.4946909
대구광역시 달서구 서당로7길 93,Y,2,35.85425496,128.4938553
대구광역시 달서구 선원남로 120,Y,3,35.856821,128.5137305
대구광역시 달서구 선원남로 127,Y,3,35.858054,128.5135152
대구광역시 달서구 선원남로 173,Y,5,35.857883,128.5189179
대구광역시 달서구 선원남로 22,Y,2,35.85706992,128.5018556
대구광역시 달서구 선원남로 77,N,0,35.85755161,128.5094541
대구광역시 달서구 선원남로 90,Y,1,35.85709888,128.5099383
대구광역시 달서구 선원남로77 (한샘타운내 211동),N,0,35.85755244,128.5094488
대구광역시 달서구 선원로 20,Y,1,35.85901189,128.494361
대구광역시 달서구 선원로 241,Y,2,35.86028508,128.517148
대구광역시 달서구 선원로14길 10,Y,2,35.85859122,128.4990642
대구광역시 달서구 선원로23북길 16-10,N,0,35.86111393,128.5046831
대구광역시 달서구 선원로33길 105,Y,2,35.86108777,128.5155249
대구광역시 달서구 선원로33길 106(이곡동),Y,1,35.86104626,128.5142598
대구광역시 달서구 선원로37남길 13,Y,2,35.859553,128.513359
대구광역시 달서구 선원로53길 34-10,Y,2,35.8601533,128.5223971
대구광역시 달서구 선원로55길 11-8,Y,3,35.85948655,128.5226867
대구광역시 달서구 선원로57길 17,Y,2,35.86008631,128.5236318
대구광역시 달서구 성당동 701-4,Y,1,35.846264,128.546463
대구광역시 달서구 성당로45길 20,Y,2,35.85309681,128.57232
대구광역시 달서구 성당로45길 21,Y,1,35.85238112,128.5726487
대구광역시 달서구 성당로47길 35,Y,6,35.85332922,128.5722902
대구광역시 달서구 성서공단로 11길 98-2 (신당동),Y,1,35.84384045,128.4882666
대구광역시 달서구 성서공단북로 132,Y,1,35.844159,128.487285
대구광역시 달서구 성서동로 350,Y,2,35.85114028,128.5164431
대구광역시 달서구 성서동로65길 24,Y,1,35.85029219,128.5145444
대구광역시 달서구 성서로72길 134,Y,1,35.8492357,128.5150924
대구광역시 달서구 성서로72길 97-11,Y,2,35.849871,128.512845
대구광역시 달서구 성서서로 316,Y,1,35.85278472,128.5001444
대구광역시 달서구 성서서로 330,Y,2,35.85406485,128.5003944
대구광역시 달서구 성서서로 73길 66,Y,1,35.858276,128.496633
대구광역시 달서구 성서서로 89,Y,2,35.833015,128.499725
대구광역시 달서구 성서서로73길 68,Y,1,35.85821036,128.496413
대구광역시 달서구 성지로16길 41,Y,2,35.856831,128.522376
대구광역시 달서구 성지로16길 65,Y,1,35.8579178,128.5227871
대구광역시 달서구 성지로16길 69-6,Y,2,35.8578109,128.5225034
대구광역시 달서구 송현로 112-1,Y,1,35.82737587,128.5441351
대구광역시 달서구 송현로 114,Y,1,35.82749299,128.544147
대구광역시 달서구 송현로 125,Y,1,35.82874701,128.5438872
대구광역시 달서구 송현로 128,Y,10,35.82868747,128.5448304
대구광역시 달서구 송현로 136,Y,1,35.82937475,128.5445915
대구광역시 달서구 송현로 192,Y,6,35.834921,128.545356
대구광역시 달서구 송현로 81,Y,3,35.82406472,128.5429925
대구광역시 달서구 송현로 9,Y,2,35.82006425,128.549991
대구광역시 달서구 송현로12안길 9,Y,1,35.823741,128.547093
대구광역시 달서구 송현로4길 48,Y,1,35.82311696,128.5510672
대구광역시 달서구 송현로7길 15,Y,2,35.820968,128.546963
대구광역시 달서구 송현로7길 51-16,Y,3,35.818288,128.547144
대구광역시 달서구 송현로7안길 21,Y,1,35.81839942,128.5477564
대구광역시 달서구 송현로8길 92,Y,1,35.825434,128.551387
대구광역시 달서구 앞산순환로 225,Y,2,35.823973,128.553731
대구광역시 달서구 앞산순환로39안길 48,Y,1,35.82377792,128.5523777
대구광역시 달서구 앞산순환로45길 23,Y,1,35.82421808,128.5527018
대구광역시 달서구 앞산순환로61길 68,Y,2,35.830792,128.558858
대구광역시 달서구 야외음악당로 39길 41 두류동,N,0,35.853859,128.5542831
대구광역시 달서구 야외음악당로15길 1(성당동),Y,1,35.84412069,128.5524306
대구광역시 달서구 야외음악당로15길 46,Y,8,35.84444205,128.549986
대구광역시 달서구 야외음악당로39길 41,Y,1,35.85384614,128.5543582
대구광역시 달서구 야외음악당로39안길 61,N,0,35.85183709,128.5522074
대구광역시 달서구 야외음악당로41길 21,Y,1,35.85501416,128.5570986
대구광역시 달서구 야외음악당로41길 68,Y,2,35.85686722,128.556088
대구광역시 달서구 야외음악당로9길 34,N,0,35.84115333,128.5508999
대구광역시 달서구 야외음악당로9길 34(성당동),N,0,35.8411551,128.550898
대구광역시 달서구 와룡로13길 15,Y,1,35.8379854,128.535939
대구광역시 달서구 와룡로15길 51,Y,1,35.83927464,128.5338445
대구광역시 달서구 와룡로15길 62,Y,2,35.839738,128.533522
대구광역시 달서구 와룡로17길 35,Y,1,35.84033992,128.5348477
대구광역시 달서구 와룡로2길 16,Y,2,35.833817,128.5385908
대구광역시 달서구 와룡로31길 37,Y,1,35.84640015,128.532719
대구광역시 달서구 와룡로45길 70(용산동),Y,1,35.85327477,128.5332854
대구광역시 달서구 와룡로45안길 37,Y,2,35.851798,128.532617
대구광역시 달서구 와룡로49길 80,Y,6,35.85522607,128.5320529
대구광역시 달서구 와룡로56길 16(죽전동),Y,1,35.85664054,128.5384786
대구광역시 달서구 용산로 260,Y,5,35.86109066,128.531264
대구광역시 달서구 용산로14길 39,Y,2,35.843143,128.532998
대구광역시 달서구 용산로4길 32,Y,2,35.83843377,128.532385
대구광역시 달서구 용산서로 63,Y,1,35.85581001,128.5266041
대구광역시 달서구 월곡로 106,Y,1,35.80708707,128.5500157
대구광역시 달서구 월곡로 113-15,Y,2,35.806751,128.549077
대구광역시 달서구 월곡로 211,Y,5,35.81293409,128.5426753
대구광역시 달서구 월곡로 320,Y,2,35.82358126,128.5342992
대구광역시 달서구 월곡로20길 15,Y,5,35.806364,128.5506727
대구광역시 달서구 월곡로20길 17,Y,1,35.80612544,128.5513717
대구광역시 달서구 월곡로26안길 17-7,Y,2,35.80908752,128.5501291
대구광역시 달서구 월곡로27길 103,Y,1,35.8098609,128.5419961
대구광역시 달서구 월곡로35길 71,Y,1,35.81000047,128.5416372
대구광역시 달서구 월곡로43길 27,Y,1,35.81322033,128.5411722
대구광역시 달서구 월곡로45길 38,Y,1,35.81389517,128.5394284
대구광역시 달서구 월곡로45길 49,Y,1,35.81251364,128.5399834
대구광역시 달서구 월곡로47안길 33-4,Y,3,35.81479254,128.5403087
대구광역시 달서구 월곡로47안길 33-7,Y,1,35.8149995,128.5403876
대구광역시 달서구 월곡로51길 77,Y,2,35.814749,128.5361997
대구광역시 달서구 월곡로94길 10(월성동),Y,1,35.83142406,128.5257973
대구광역시 달서구 월배로 129,Y,1,35.81557655,128.5282077
대구광역시 달서구 월배로 131,Y,6,35.81641946,128.5283107
대구광역시 달서구 월배로 149-11,Y,1,35.81718403,128.5295464
대구광역시 달서구 월배로 149-7,Y,1,35.81659769,128.5296531
대구광역시 달서구 월배로 149-7(진천동),Y,1,35.81659707,128.5296507
대구광역시 달서구 월배로 235,Y,3,35.81996355,128.5388941
대구광역시 달서구 월배로 241,N,0,35.82168481,128.5394057
대구광역시 달서구 월배로 303,Y,1,35.82361098,128.5435449
대구광역시 달서구 월배로 68길 74,Y,1,35.82344407,128.550494
대구광역시 달서구 월배로11길 42,Y,2,35.81700129,128.5188111
대구광역시 달서구 월배로11길 42(월성동),Y,2,35.81699982,128.5188133
대구광역시 달서구 월배로23길 22,Y,1,35.81563919,128.5262605
대구광역시 달서구 월배로23길 51,Y,2,35.816884,128.525372
대구광역시 달서구 월배로28길 84,Y,2,35.81332941,128.5329179
대구광역시 달서구 월배로28안길 17-10,Y,2,35.81403925,128.5293484
대구광역시 달서구 월배로39길 46,Y,6,35.82174579,128.5318119
대구광역시 달서구 월배로40길 22,Y,1,35.817083,128.535387
대구광역시 달서구 월배로5길 11-4,Y,2,35.81210506,128.516097
대구광역시 달서구 월배로68길 114,Y,1,35.8224807,128.5522249
대구광역시 달서구 월배로68길 91,Y,9,35.82418626,128.5517496
대구광역시 달서구 월배로69길 26,Y,1,35.82725699,128.5464917
대구광역시 달서구 월배로69안길 2,Y,1,35.82764093,128.5453101
대구광역시 달서구 월배로73길 62,Y,1,35.82901861,128.5456073
대구광역시 달서구 월배로74길 82,Y,1,35.82548917,128.5526553
대구광역시 달서구 월배로75길 132,Y,3,35.83342657,128.5474861
대구광역시 달서구 월배로75길 78,Y,2,35.83085801,128.5474352
대구광역시 달서구 월배로80길 116,Y,1,35.826667,128.555995
대구광역시 달서구 월배로83길 120-11,Y,2,35.83264361,128.5452448
대구광역시 달서구 월서로 16,Y,1,35.82100007,128.5328476
대구광역시 달서구 월성로 132(월성동),Y,1,35.82799291,128.5209136
대구광역시 달서구 월성로 42(월성동),Y,1,35.83161796,128.5307715
대구광역시 달서구 월성로 76,Y,3,35.831123,128.526094
대구광역시 달서구 이곡공원로1길 16,Y,2,35.856223,128.508292
대구광역시 달서구 이곡동로 32,Y,2,35.85286597,128.5120653
대구광역시 달서구 장기로 173,Y,3,35.84256383,128.5420251
대구광역시 달서구 장기로 193,Y,1,35.84335114,128.5393294
대구광역시 달서구 장기로 198,Y,4,35.844594,128.538653
대구광역시 달서구 장기로 258,Y,1,35.84385212,128.5321041
대구광역시 달서구 장기로 280,Y,3,35.84439329,128.529079
대구광역시 달서구 장기로 283(장기동),Y,1,35.84341412,128.5292451
대구광역시 달서구 장기로 50,Y,1,35.8432168,128.5549372
대구광역시 달서구 장기로 52,Y,1,35.84318887,128.5554445
대구광역시 달서구 장기로16길 40(성당동),Y,1,35.84526102,128.5514153
대구광역시 달서구 장기로38길 10,Y,1,35.84408861,128.5396887
대구광역시 달서구 장기로88-2(성당동),Y,1,35.84368558,128.5510106
대구광역시 달서구 장산로 30,Y,4,35.85483895,128.5265462
대구광역시 달서구 조암남로 100,Y,4,35.82059631,128.5224969
대구광역시 달서구 조암남로 147(월성동),Y,2,35.81693588,128.5182681
대구광역시 달서구 조암남로 172-13,Y,4,35.8165684,128.515696
대구광역시 달서구 조암남로 32길 55 (유천동),Y,1,35.81972542,128.5126004
대구광역시 달서구 조암남로 72,Y,1,35.82083558,128.5251882
대구광역시 달서구 조암남로10길 42,Y,2,35.82283274,128.5260536
